demanda_preajuste,inventario_preajuste,produccion_preajuste,precio_preajuste,volatilidad_precio,subida_brusca_precio,escasez
1628.0,123.0,1701.0,11.0,0.57228,0,0
1627.0,139.0,1592.0,11.0,0.5831,0,0
1680.0,73.0,1612.0,11.0,0.5831,0,0
1646.0,4.0,1777.0,12.0,0.5831,0,0
1732.0,94.0,1733.0,12.0,0.5831,0,0
1762.0,67.0,1756.0,12.0,0.65383,1,0
1795.0,43.0,1832.0,13.0,0.71414,0,0
1823.0,56.0,1793.0,13.0,0.85294,1,0
1857.0,18.0,1904.0,14.0,1.09545,1,0
1880.0,45.0,1919.0,15.0,1.27574,1,0
1907.0,57.0,1902.0,15.0,1.51987,1,0
1949.0,39.0,2012.0,16.0,1.71756,1,0
2072.0,71.0,2062.0,16.0,1.97167,1,0
2115.0,43.0,2167.0,17.0,2.23383,1,0
2082.0,68.0,2230.0,18.0,2.33238,0,0
2082.0,152.0,2117.0,17.0,2.3297,0,0
2171.0,132.0,2162.0,16.0,2.35531,0,0
2215.0,85.0,2174.0,17.0,2.34254,0,0
2213.0,30.0,2254.0,17.0,2.41816,0,0
2330.0,48.0,2217.0,18.0,2.54951,1,0
2344.0,0.0,2463.0,20.0,2.69258,1,0
2386.0,84.0,2533.0,21.0,2.65471,1,0
2385.0,163.0,2445.0,20.0,2.57099,0,0
2500.0,156.0,2328.0,19.0,2.49199,0,0
2537.0,9.0,2543.0,20.0,2.41402,0,0
2590.0,22.0,2740.0,21.0,2.35531,0,0
2662.0,121.0,2689.0,21.0,2.2243,1,0
2596.0,104.0,2738.0,21.0,2.12368,0,0
2794.0,175.0,2622.0,21.0,2.21585,0,0
2811.0,4.0,2876.0,23.0,2.44131,1,0
2837.0,50.0,2985.0,25.0,2.53772,1,0
3004.0,139.0,2950.0,24.0,2.56905,1,0
2988.0,67.0,3156.0,24.0,2.69072,0,0
3065.0,164.0,3149.0,25.0,2.6884,0,0
3059.0,173.0,2940.0,23.0,2.64575,0,0
3132.0,42.0,3080.0,24.0,2.69212,1,0
3166.0,1.0,3411.0,27.0,2.64575,0,0
3312.0,174.0,3253.0,26.0,2.59808,1,0
3315.0,80.0,3390.0,27.0,2.64575,1,0
3407.0,109.0,3385.0,28.0,2.85438,0,0
3442.0,64.0,3537.0,29.0,3.03768,1,0
3574.0,112.0,3665.0,29.0,3.27719,1,0
3475.0,145.0,3773.0,31.0,3.07571,0,0
3403.0,311.0,3692.0,27.0,2.87924,0,0
3341.0,422.0,3465.0,26.0,2.72213,0,0
3302.0,384.0,3252.0,25.0,2.53969,0,0
3184.0,235.0,3286.0,25.0,2.35106,0,0
3170.0,237.0,3083.0,24.0,2.10416,0,0
3054.0,106.0,3135.0,25.0,2.04695,0,0
3029.0,132.0,3173.0,24.0,2.08026,0,0
2939.0,194.0,3167.0,24.0,2.13542,0,0
2889.0,297.0,2917.0,23.0,2.26053,0,0
2799.0,228.0,2954.0,22.0,2.69072,0,0
2754.0,269.0,2727.0,19.0,2.89612,0,0
2662.0,170.0,2792.0,20.0,3.19374,0,0
2628.0,211.0,2617.0,19.0,3.49964,0,0
2587.0,140.0,2636.0,18.0,3.75866,0,0
2516.0,133.0,2705.0,18.0,3.92556,0,0
2502.0,227.0,2616.0,18.0,4.13401,0,0
2514.0,239.0,2587.0,16.0,4.25911,0,0
2418.0,220.0,2435.0,15.0,4.19375,0,0
2331.0,166.0,2408.0,16.0,3.8662,0,0
2243.0,171.0,2425.0,15.0,3.88716,0,0
2206.0,247.0,2218.0,14.0,3.88716,0,0
2164.0,183.0,2201.0,14.0,3.87653,0,0
2142.0,154.0,2164.0,14.0,3.78682,0,0
2172.0,124.0,2119.0,14.0,3.65068,0,0
2064.0,49.0,2203.0,15.0,3.39706,0,0
1970.0,133.0,2117.0,14.0,3.20117,0,0
1928.0,198.0,1902.0,13.0,2.88964,0,0
1940.0,121.0,1925.0,13.0,2.51942,0,0
1897.0,76.0,1978.0,14.0,2.15116,0,0
1852.0,111.0,1893.0,14.0,2.0347,0,0
1785.0,105.0,1921.0,14.0,1.80208,0,0
1794.0,170.0,1868.0,13.0,1.67631,0,0
1757.0,172.0,1786.0,12.0,1.59374,0,0
1723.0,141.0,1639.0,12.0,1.38834,0,0
1697.0,40.0,1749.0,13.0,1.15217,0,0
1639.0,66.0,1724.0,12.0,1.10793,0,0
1612.0,106.0,1673.0,12.0,1.07121,0,0
1544.0,118.0,1659.0,13.0,1.05357,0,0
1562.0,165.0,1552.0,11.0,1.09087,0,0
1568.0,109.0,1575.0,11.0,1.09545,0,0
1536.0,81.0,1599.0,12.0,1.15217,0,0
1546.0,103.0,1551.0,11.0,1.18743,0,0
1571.0,76.0,1500.0,11.0,1.15758,0,0
1527.0,17.0,1635.0,12.0,1.06771,0,0
1517.0,88.0,1512.0,11.0,1.04283,0,0
1531.0,58.0,1517.0,11.0,1.02956,0,0
1529.0,30.0,1593.0,12.0,1.01366,0,0
1548.0,67.0,1533.0,12.0,0.9206,0,0
1512.0,37.0,1576.0,12.0,0.83666,1,0
1524.0,72.0,1566.0,13.0,0.73993,0,0
1550.0,80.0,1612.0,13.0,0.73993,0,0
1504.0,99.0,1530.0,13.0,0.7746,0,0
1510.0,89.0,1522.0,13.0,0.80467,0,0
1520.0,70.0,1514.0,13.0,0.80467,0,0
1534.0,46.0,1580.0,13.0,0.83066,0,0
1523.0,65.0,1586.0,13.0,0.85294,0,0
1544.0,89.0,1562.0,13.0,0.85294,0,0
1541.0,76.0,1553.0,13.0,0.82916,0,0
1592.0,62.0,1519.0,13.0,0.86023,0,0
1501.0,9.0,1660.0,14.0,0.86458,0,0
1544.0,117.0,1450.0,13.0,0.86023,0,0
1528.0,15.0,1540.0,14.0,0.92736,1,0
1532.0,20.0,1535.0,15.0,1.28355,1,0
1520.0,16.0,1557.0,17.0,1.59374,1,0
1646.0,0.0,1267.0,9.0,0.5,0,1
1643.0,0.0,1415.0,10.0,0.8165,0,0
1629.0,0.0,1578.0,11.0,1.11803,0,0
1630.0,29.0,1660.0,12.0,1.41421,0,0
1618.0,70.0,1762.0,13.0,1.29099,0,0
1670.0,150.0,1704.0,11.0,1.2454,0,0
1617.0,129.0,1751.0,12.0,1.16592,0,0
1656.0,186.0,1716.0,11.0,1.1547,0,0
1608.0,172.0,1700.0,10.0,1.13578,0,0
1642.0,184.0,1624.0,10.0,1.1134,0,0
1653.0,116.0,1600.0,10.0,1.08972,0,0
1662.0,44.0,1692.0,10.0,1.04909,0,0
1653.0,52.0,1703.0,11.0,1.01267,0,0
1611.0,72.0,1713.0,11.0,0.99778,0,0
1634.0,122.0,1631.0,10.0,0.98226,0,0
1665.0,84.0,1536.0,10.0,0.95577,0,0
1620.0,0.0,1709.0,11.0,0.93128,0,0
1605.0,62.0,1711.0,11.0,0.90856,0,0
1629.0,118.0,1573.0,11.0,0.88741,0,0
1608.0,45.0,1626.0,11.0,0.79215,0,0
1635.0,45.0,1588.0,11.0,0.80467,0,0
1650.0,16.0,1700.0,12.0,0.9206,1,0
1610.0,46.0,1788.0,13.0,0.9206,0,0
1657.0,156.0,1707.0,12.0,0.80467,0,0
1651.0,144.0,1628.0,11.0,0.83666,0,0
1664.0,83.0,1594.0,12.0,0.83666,0,0
1623.0,27.0,1712.0,12.0,0.86458,0,0
1597.0,82.0,1651.0,12.0,0.85294,0,0
1625.0,95.0,1599.0,12.0,0.9,0,0
1681.0,48.0,1719.0,13.0,0.9206,0,0
1636.0,60.0,1830.0,13.0,0.86458,0,0
1656.0,179.0,1691.0,12.0,0.86458,0,0
1663.0,149.0,1673.0,11.0,0.86458,0,0
1642.0,112.0,1668.0,11.0,0.8,0,0
1625.0,97.0,1661.0,11.0,0.72629,0,0
1702.0,94.0,1673.0,11.0,0.72629,0,0
1668.0,46.0,1722.0,11.0,0.72629,0,0
1675.0,71.0,1651.0,11.0,0.71414,0,0
1643.0,32.0,1733.0,12.0,0.71414,0,0
1684.0,87.0,1645.0,11.0,0.69821,0,0
1698.0,35.0,1631.0,12.0,0.74833,1,0
1727.0,2.0,1775.0,13.0,0.85294,1,0
1718.0,35.0,1803.0,14.0,0.88882,1,0
1760.0,84.0,1724.0,13.0,0.9734,1,0
1820.0,34.0,1733.0,14.0,1.16619,1,0
1853.0,0.0,1927.0,15.0,1.31434,0,0
1916.0,51.0,1945.0,15.0,1.53216,1,0
1960.0,55.0,1951.0,16.0,1.80555,1,0
1938.0,33.0,1974.0,17.0,2.02485,1,0
1997.0,50.0,2020.0,17.0,2.20454,1,0
2079.0,50.0,2047.0,17.0,2.51942,1,0
2070.0,13.0,2222.0,19.0,2.71063,1,0
2170.0,115.0,2070.0,19.0,2.92233,1,0
2197.0,11.0,2217.0,20.0,3.14484,1,0
2230.0,35.0,2372.0,21.0,3.19805,0,0
2286.0,124.0,2226.0,20.0,3.25998,1,0
2318.0,46.0,2381.0,21.0,3.32265,0,0
2429.0,76.0,2331.0,22.0,3.54965,1,0
2428.0,0.0,2584.0,24.0,3.58155,1,0
2466.0,109.0,2407.0,24.0,3.6756,1,0
2534.0,35.0,2597.0,25.0,3.74032,1,0
2623.0,70.0,2673.0,25.0,3.86652,0,0
2612.0,85.0,2722.0,26.0,3.74032,0,0
2680.0,137.0,2692.0,25.0,3.60936,0,0
2732.0,105.0,2746.0,25.0,3.48246,0,0
2798.0,85.0,2757.0,25.0,3.40404,0,0
2813.0,31.0,2951.0,27.0,3.39522,1,0
2899.0,119.0,2898.0,28.0,3.45652,1,0
2941.0,83.0,3010.0,29.0,3.41284,1,0
3029.0,106.0,3045.0,29.0,3.34066,1,0
3129.0,86.0,3056.0,30.0,3.52527,1,0
3205.0,10.0,3246.0,32.0,3.78682,1,0
3147.0,42.0,3394.0,34.0,3.88426,1,0
3260.0,202.0,3249.0,33.0,3.95316,0,0
3385.0,134.0,3271.0,33.0,4.005,0,0
3396.0,23.0,3458.0,35.0,4.30668,1,0
3390.0,60.0,3616.0,38.0,4.33907,0,0
3453.0,199.0,3428.0,36.0,4.57466,1,0
3563.0,122.0,3429.0,38.0,4.97092,1,0
3619.0,9.0,3721.0,41.0,5.26783,0,0
3671.0,78.0,3814.0,41.0,5.51611,1,0
3541.0,154.0,3580.0,42.0,5.77581,1,0
3662.0,135.0,3577.0,43.0,6.08995,1,0
3635.0,35.0,3739.0,46.0,6.39844,1,0
3663.0,98.0,3783.0,48.0,6.49211,1,0
3670.0,152.0,3680.0,48.0,6.56049,1,0
3619.0,113.0,3649.0,48.0,6.62023,0,0
3647.0,99.0,3710.0,49.0,6.67158,0,0
3685.0,113.0,3655.0,50.0,6.79632,1,0
3612.0,69.0,3782.0,53.0,6.72309,0,0
3630.0,167.0,3583.0,52.0,6.71919,0,0
3669.0,84.0,3612.0,53.0,7.12653,1,0
3642.0,19.0,3765.0,58.0,7.32445,1,0
3677.0,100.0,3661.0,59.0,7.56307,1,0
3711.0,60.0,3569.0,62.0,8.32631,1,0
3677.0,0.0,3630.0,68.0,9.74423,1,0
3681.0,0.0,3478.0,75.0,11.47726,1,1
3631.0,0.0,3239.0,83.0,13.65467,1,1
3617.0,0.0,2971.0,91.0,16.31709,1,1
3670.0,0.0,2715.0,100.0,19.28704,1,1
3591.0,0.0,2486.0,110.0,22.61034,1,1
3635.0,0.0,2248.0,121.0,26.27408,1,1
3663.0,0.0,2028.0,133.0,30.36161,1,1
3633.0,0.0,1828.0,146.0,34.91848,1,1
3604.0,0.0,1648.0,161.0,39.80009,1,1
3527.0,0.0,1488.0,177.0,45.06174,1,1
3547.0,0.0,1488.0,195.0,50.67591,1,1
3346.0,0.0,1488.0,214.0,56.7858,1,1
3390.0,0.0,1488.0,236.0,63.38555,1,1
3342.0,0.0,1488.0,259.0,70.35844,1,1
3241.0,0.0,1488.0,285.0,77.87251,1,1
3165.0,0.0,1488.0,314.0,86.09477,1,1
3067.0,0.0,1488.0,345.0,94.92148,1,1
3039.0,0.0,1488.0,380.0,104.44782,1,1
2947.0,0.0,1488.0,418.0,114.92792,1,1
2845.0,0.0,1488.0,460.0,126.45794,1,1
2881.0,0.0,1488.0,506.0,139.20611,1,1
2811.0,0.0,1488.0,557.0,153.22745,1,1
2721.0,0.0,1488.0,613.0,168.59318,1,1
2692.0,0.0,1488.0,674.0,185.44052,1,1
2590.0,0.0,1488.0,741.0,203.95796,1,1
2589.0,0.0,1488.0,815.0,224.37207,1,1
2534.0,0.0,1488.0,897.0,246.82931,1,1
2533.0,0.0,1488.0,987.0,271.46711,1,1
2404.0,0.0,1488.0,1085.0,298.61445,1,1
2451.0,0.0,1488.0,1194.0,328.44288,1,1
2351.0,0.0,1488.0,1313.0,361.29539,1,1
2327.0,0.0,1488.0,1445.0,397.4031,1,1
2312.0,0.0,1488.0,1589.0,437.09073,1,1
2229.0,0.0,1488.0,1748.0,480.76851,1,1
2188.0,0.0,1488.0,1923.0,528.80506,1,1
2204.0,0.0,1488.0,2115.0,581.67141,1,1
2112.0,0.0,1488.0,2327.0,639.77044,1,1
2077.0,0.0,1488.0,2559.0,703.69363,1,1
2055.0,0.0,1488.0,2815.0,774.07661,1,1
2017.0,0.0,1488.0,3097.0,851.41623,1,1
1908.0,0.0,1488.0,3406.0,936.56412,1,1
1898.0,0.0,1488.0,3747.0,1030.27732,1,1
1933.0,0.0,1488.0,4122.0,1133.31622,1,1
1769.0,0.0,1488.0,4534.0,1246.58902,1,1
1835.0,0.0,1488.0,4987.0,1371.21911,1,1
1766.0,0.0,1488.0,5486.0,1508.3851,1,1
1734.0,0.0,1488.0,6035.0,1659.22626,1,1
1710.0,0.0,1488.0,6638.0,1825.13123,1,1
1649.0,0.0,1488.0,7302.0,2007.63473,1,1
1433.0,0.0,1486.0,10.0,0.0,0,0
1453.0,67.0,1576.0,10.0,0.4714,0,0
1409.0,133.0,1588.0,9.0,0.82916,0,0
1430.0,218.0,1531.0,8.0,0.89443,0,0
1444.0,224.0,1471.0,8.0,0.89753,0,0
1401.0,179.0,1399.0,8.0,1.04978,0,0
1420.0,126.0,1386.0,7.0,1.0,0,0
1453.0,63.0,1437.0,8.0,0.95581,0,0
1471.0,33.0,1490.0,8.0,0.92195,1,0
1443.0,37.0,1549.0,9.0,0.89072,1,0
1439.0,101.0,1527.0,8.0,0.86201,0,0
1441.0,132.0,1474.0,8.0,0.8356,0,0
1422.0,116.0,1499.0,8.0,0.88063,0,0
1472.0,135.0,1429.0,7.0,0.85375,0,0
1457.0,65.0,1502.0,8.0,0.82916,0,0
1473.0,78.0,1506.0,8.0,0.80655,0,0
1450.0,78.0,1483.0,8.0,0.78567,1,0
1434.0,77.0,1511.0,8.0,0.76633,0,0
1403.0,110.0,1467.0,8.0,0.79215,0,0
1453.0,122.0,1397.0,7.0,0.66895,0,0
1432.0,46.0,1437.0,8.0,0.49749,0,0
1437.0,36.0,1532.0,8.0,0.43589,0,0
1461.0,92.0,1510.0,8.0,0.43589,1,0
1430.0,99.0,1450.0,8.0,0.43589,0,0
1477.0,84.0,1482.0,8.0,0.43589,0,0
1464.0,63.0,1462.0,8.0,0.38406,0,0
1402.0,41.0,1442.0,8.0,0.38406,0,0
1440.0,57.0,1439.0,8.0,0.44721,1,0
1420.0,39.0,1482.0,9.0,0.44721,1,0
1411.0,72.0,1497.0,9.0,0.44721,0,0
1436.0,111.0,1462.0,8.0,0.44721,0,0
1436.0,97.0,1510.0,8.0,0.44721,0,0
1445.0,120.0,1480.0,8.0,0.38406,0,0
1478.0,110.0,1483.0,8.0,0.38406,0,0
1441.0,79.0,1426.0,8.0,0.38406,0,0
1435.0,45.0,1508.0,8.0,0.38406,0,0
1462.0,83.0,1480.0,8.0,0.38406,0,0
1425.0,70.0,1509.0,8.0,0.38406,0,0
1440.0,109.0,1415.0,8.0,0.3,0,0
1419.0,58.0,1399.0,8.0,0.35707,1,0
1465.0,26.0,1446.0,9.0,0.53619,1,0
1524.0,5.0,1598.0,10.0,0.65383,1,0
1516.0,55.0,1613.0,10.0,0.73993,1,0
1559.0,108.0,1588.0,10.0,0.74162,0,0
1538.0,99.0,1573.0,9.0,0.73993,0,0
1638.0,96.0,1557.0,9.0,0.79215,0,0
1634.0,11.0,1698.0,10.0,0.82916,0,0
1716.0,53.0,1733.0,10.0,0.87178,1,0
1703.0,50.0,1852.0,10.0,0.90967,1,0
1710.0,140.0,1723.0,10.0,0.88882,0,0
1793.0,107.0,1689.0,9.0,0.89443,0,0
1817.0,4.0,1885.0,10.0,0.96307,0,0
1808.0,50.0,1938.0,11.0,0.94207,0,0
1871.0,125.0,1777.0,10.0,0.96954,1,0
1849.0,27.0,1964.0,11.0,0.9734,0,0
1953.0,100.0,1998.0,11.0,0.95394,0,0
1980.0,101.0,2030.0,11.0,0.87178,0,0
2008.0,105.0,2053.0,10.0,0.76811,0,0
2006.0,104.0,2030.0,10.0,0.63246,0,0
2096.0,89.0,2025.0,10.0,0.6245,0,0
2213.0,14.0,2184.0,11.0,0.74833,1,0
2191.0,0.0,2427.0,12.0,0.76649,0,0
2247.0,166.0,2236.0,11.0,0.78102,0,0
2271.0,109.0,2252.0,11.0,0.80467,0,0
2298.0,63.0,2381.0,12.0,0.73993,0,0
2413.0,102.0,2348.0,11.0,0.79215,0,0
2389.0,26.0,2511.0,12.0,0.82916,0,0
2434.0,103.0,2544.0,12.0,0.85294,0,0
2500.0,150.0,2488.0,12.0,0.83066,0,0
2581.0,96.0,2510.0,11.0,0.73993,0,0
2580.0,17.0,2633.0,12.0,0.8124,0,0
2692.0,50.0,2784.0,13.0,0.9,0,0
2705.0,100.0,2743.0,13.0,0.9206,1,0
2774.0,97.0,2863.0,13.0,0.9734,0,0
2819.0,130.0,2829.0,13.0,1.01366,0,0
2847.0,98.0,2918.0,13.0,1.04283,0,0
2940.0,120.0,3024.0,13.0,0.99499,0,0
2983.0,143.0,2986.0,13.0,0.9206,0,0
3010.0,104.0,2883.0,13.0,0.88741,0,0
3085.0,0.0,3195.0,14.0,1.02347,1,0
3054.0,78.0,3202.0,15.0,1.07121,0,0
2962.0,159.0,3109.0,14.0,1.05357,0,0
2930.0,214.0,2866.0,14.0,1.01366,0,0
2884.0,106.0,2887.0,14.0,1.02347,0,0
2842.0,75.0,3037.0,14.0,0.9206,0,0
2777.0,188.0,2846.0,13.0,0.88882,0,0
2780.0,181.0,2855.0,13.0,0.88882,0,0
2673.0,177.0,2683.0,12.0,0.88882,0,0
2570.0,133.0,2666.0,12.0,0.88882,0,0
2587.0,160.0,2564.0,11.0,0.9734,0,0
2444.0,97.0,2625.0,11.0,1.07121,0,0
2435.0,196.0,2620.0,11.0,1.249,0,0
2384.0,268.0,2398.0,10.0,1.38834,0,0
2389.0,200.0,2346.0,10.0,1.5,0,0
2329.0,111.0,2315.0,10.0,1.52971,0,0
2247.0,68.0,2424.0,11.0,1.60857,0,0
2203.0,172.0,2302.0,10.0,1.67033,0,0
2171.0,190.0,2257.0,10.0,1.78606,0,0
2104.0,195.0,2129.0,9.0,1.82414,0,0
2107.0,154.0,2116.0,9.0,1.73997,0,0
2038.0,113.0,2085.0,9.0,1.7,0,0
1915.0,112.0,1985.0,9.0,1.62096,0,0
1930.0,128.0,1972.0,9.0,1.49666,0,0
1927.0,120.0,2038.0,9.0,1.38203,0,0
1907.0,164.0,1830.0,8.0,1.26095,0,0
1842.0,60.0,1924.0,9.0,1.09087,0,0
1827.0,103.0,1752.0,9.0,0.99373,0,0
1761.0,20.0,1811.0,9.0,0.85294,1,0
1732.0,49.0,1917.0,10.0,0.80467,0,0
1723.0,166.0,1814.0,9.0,0.73993,0,0
1713.0,180.0,1734.0,9.0,0.65383,0,0
1637.0,142.0,1795.0,9.0,0.69821,0,0
1594.0,211.0,1691.0,8.0,0.83066,0,0
1577.0,214.0,1594.0,7.0,0.9206,0,0
1522.0,163.0,1564.0,7.0,0.88741,0,0
1518.0,144.0,1533.0,7.0,0.91652,0,0
1455.0,112.0,1475.0,7.0,0.9206,0,0
1438.0,94.0,1542.0,7.0,0.96307,0,0
1418.0,137.0,1461.0,7.0,0.99373,0,0
1399.0,126.0,1454.0,7.0,1.01366,0,0
1338.0,127.0,1400.0,7.0,1.02347,0,0
1331.0,133.0,1360.0,7.0,1.02347,0,0
1409.0,114.0,1359.0,7.0,1.01366,0,0
1417.0,46.0,1408.0,7.0,1.01366,1,0
1437.0,27.0,1445.0,8.0,0.9798,1,0
1392.0,25.0,1519.0,8.0,0.94207,1,0
1409.0,108.0,1458.0,8.0,0.9,1,0
1362.0,110.0,1404.0,8.0,0.73993,0,0
1416.0,105.0,1402.0,7.0,0.67082,0,0
1371.0,64.0,1385.0,8.0,0.58949,0,0
1399.0,55.0,1419.0,8.0,0.4899,0,0
1368.0,53.0,1407.0,8.0,0.4899,1,0
1421.0,64.0,1360.0,8.0,0.59161,1,0
1384.0,3.0,1498.0,9.0,0.66332,1,0
1381.0,82.0,1462.0,9.0,0.65383,0,0
1408.0,114.0,1421.0,8.0,0.64031,0,0
1431.0,88.0,1433.0,8.0,0.67823,0,0
1382.0,62.0,1498.0,9.0,0.65383,0,0
1390.0,125.0,1415.0,8.0,0.6245,0,0
1399.0,107.0,1360.0,8.0,0.58949,0,0
1376.0,48.0,1447.0,8.0,0.54772,0,0
1416.0,83.0,1414.0,8.0,0.49749,0,0
1390.0,58.0,1400.0,8.0,0.43589,0,0
1394.0,49.0,1440.0,8.0,0.47697,1,0
1418.0,67.0,1447.0,9.0,0.5099,1,0
1479.0,0.0,1427.0,10.0,0.5,0,0
1497.0,11.0,1576.0,11.0,0.4714,0,0
1502.0,81.0,1644.0,11.0,0.43301,0,0
1479.0,155.0,1626.0,11.0,0.4899,0,0
1486.0,210.0,1591.0,10.0,0.5,0,0
1482.0,221.0,1540.0,10.0,0.69985,0,0
1471.0,196.0,1443.0,9.0,0.78062,0,0
1446.0,118.0,1447.0,9.0,0.73703,0,0
1488.0,84.0,1477.0,10.0,0.7,0,0
1512.0,52.0,1535.0,10.0,0.71582,1,0
1472.0,55.0,1567.0,11.0,0.68718,1,0
1434.0,104.0,1498.0,10.0,0.66172,0,0
1498.0,119.0,1452.0,10.0,0.67386,0,0
1500.0,51.0,1479.0,11.0,0.67987,0,0
1557.0,22.0,1597.0,11.0,0.78062,1,0
1483.0,43.0,1579.0,12.0,0.77146,0,0
1466.0,98.0,1568.0,11.0,0.75564,0,0
1455.0,140.0,1545.0,10.0,0.7982,0,0
1501.0,161.0,1471.0,9.0,0.82916,0,0
1459.0,91.0,1480.0,9.0,0.82916,0,0
1438.0,78.0,1502.0,10.0,0.85294,0,0
1499.0,100.0,1461.0,9.0,0.83066,1,0
1478.0,44.0,1502.0,10.0,0.80467,1,0
1509.0,51.0,1541.0,10.0,0.80467,0,0
1492.0,58.0,1545.0,10.0,0.80467,1,0
1475.0,79.0,1523.0,10.0,0.76811,0,0
1467.0,90.0,1474.0,10.0,0.72629,0,0
1461.0,70.0,1459.0,10.0,0.72629,0,0
1516.0,47.0,1519.0,10.0,0.72629,0,0
1483.0,42.0,1543.0,10.0,0.72629,0,0
1517.0,72.0,1581.0,11.0,0.74833,0,0
1488.0,94.0,1614.0,11.0,0.74833,0,0
1451.0,153.0,1469.0,10.0,0.72629,0,0
1453.0,120.0,1403.0,10.0,0.7,0,0
1535.0,50.0,1419.0,10.0,0.58949,0,0
1500.0,0.0,1588.0,11.0,0.58949,0,0
1466.0,62.0,1624.0,11.0,0.58949,0,0
1470.0,155.0,1503.0,10.0,0.53852,0,0
1472.0,132.0,1528.0,10.0,0.47697,0,0
1486.0,135.0,1499.0,10.0,0.47697,0,0
1501.0,105.0,1499.0,10.0,0.4,0,0
1513.0,72.0,1518.0,10.0,0.4,0,0
1527.0,54.0,1517.0,10.0,0.43301,0,0
1595.0,31.0,1590.0,11.0,0.57228,1,0
1638.0,19.0,1688.0,12.0,0.66895,1,0
1642.0,53.0,1795.0,12.0,0.67082,0,0
1756.0,144.0,1707.0,11.0,0.73485,0,0
1702.0,68.0,1768.0,12.0,0.72629,0,0
1763.0,94.0,1787.0,11.0,0.71414,0,0
1796.0,83.0,1675.0,11.0,0.76649,0,0
1845.0,0.0,1870.0,12.0,0.90967,0,0
1889.0,17.0,2035.0,13.0,1.0,1,0
1921.0,114.0,1993.0,13.0,0.99499,0,0
1976.0,130.0,1956.0,12.0,0.9798,0,0
1980.0,78.0,1979.0,12.0,0.99373,0,0
2058.0,54.0,2033.0,12.0,1.06184,0,0
2098.0,21.0,2172.0,13.0,1.07238,0,0
2112.0,68.0,2114.0,13.0,1.14455,1,0
2156.0,49.0,2203.0,14.0,1.17898,1,0
2222.0,67.0,2180.0,14.0,1.27574,1,0
2243.0,18.0,2274.0,15.0,1.43091,1,0
2217.0,34.0,2428.0,16.0,1.41774,0,0
2353.0,173.0,2271.0,15.0,1.44568,0,0
2437.0,64.0,2341.0,15.0,1.68152,1,0
2416.0,0.0,2602.0,17.0,1.76847,0,0
2536.0,131.0,2531.0,16.0,1.772,0,0
2599.0,88.0,2538.0,16.0,1.97231,1,0
2572.0,25.0,2765.0,18.0,1.96469,0,0
2702.0,151.0,2662.0,17.0,1.98683,1,0
2756.0,77.0,2721.0,18.0,2.11896,1,0
2806.0,29.0,2978.0,19.0,2.24944,0,0
2850.0,142.0,2906.0,19.0,2.33452,1,0
2903.0,137.0,2870.0,19.0,2.38537,1,0
2992.0,74.0,2993.0,20.0,2.4551,1,0
3051.0,53.0,3116.0,21.0,2.44131,1,0
3218.0,83.0,3151.0,21.0,2.62869,1,0
3100.0,13.0,3447.0,23.0,2.55147,0,0
3199.0,252.0,3297.0,21.0,2.4995,0,0
3231.0,245.0,3184.0,21.0,2.39583,0,0
3339.0,140.0,3151.0,21.0,2.46171,0,0
3383.0,0.0,3492.0,23.0,2.61916,1,0
3329.0,76.0,3556.0,24.0,2.55734,0,0
3351.0,214.0,3482.0,23.0,2.34307,0,0
3279.0,246.0,3346.0,21.0,2.2561,0,0
3262.0,218.0,3299.0,21.0,2.05183,0,0
3297.0,179.0,3212.0,20.0,1.80208,0,0
3335.0,65.0,3338.0,21.0,1.72844,0,0
3318.0,48.0,3456.0,22.0,1.56445,0,0
3359.0,131.0,3508.0,23.0,1.40979,0,0
3305.0,196.0,3403.0,22.0,1.31434,0,0
3292.0,208.0,3156.0,21.0,1.20416,0,0
3332.0,54.0,3363.0,22.0,1.1,0,0
3332.0,61.0,3514.0,23.0,1.02956,0,0
3318.0,171.0,3351.0,22.0,1.01366,0,0
3309.0,142.0,3382.0,22.0,0.99499,0,0
3297.0,154.0,3274.0,22.0,0.99499,0,0
3302.0,93.0,3305.0,23.0,1.0,0,0
3324.0,67.0,3211.0,23.0,1.29904,1,0
3290.0,0.0,3274.0,26.0,1.772,1,0
3320.0,12.0,3120.0,28.0,2.54951,1,1
3353.0,0.0,2978.0,31.0,3.5,1,1
3383.0,0.0,2702.0,34.0,4.56727,1,1
3225.0,0.0,2438.0,37.0,5.78446,1,1
3300.0,0.0,2198.0,41.0,7.1232,1,1
3287.0,0.0,1982.0,45.0,8.61916,1,1
3282.0,0.0,1790.0,50.0,10.283,1,1
3183.0,0.0,1790.0,55.0,12.1798,1,1
3116.0,0.0,1790.0,61.0,14.23684,1,1
2996.0,0.0,1790.0,67.0,16.31901,1,1
3009.0,0.0,1790.0,73.0,18.5879,1,1
2905.0,0.0,1790.0,81.0,21.04347,1,1
2855.0,0.0,1790.0,89.0,23.72003,1,1
2766.0,0.0,1790.0,98.0,26.42778,1,1
2722.0,0.0,1790.0,107.0,29.34531,1,1
2728.0,0.0,1790.0,118.0,32.46425,1,1
2628.0,0.0,1790.0,130.0,35.82914,1,1
2591.0,0.0,1790.0,143.0,39.46441,1,1
2486.0,0.0,1790.0,158.0,43.40677,1,1
2462.0,0.0,1790.0,173.0,47.78169,1,1
