demanda_preajuste,inventario_preajuste,produccion_preajuste,precio_preajuste,volatilidad_precio,subida_brusca_precio,escasez
2155.0,177.0,2210.0,73.0,4.80911,0,0
2091.0,162.0,2128.0,63.0,4.94242,0,0
2078.0,140.0,2030.0,64.0,5.00275,0,0
2022.0,65.0,2048.0,65.0,5.07814,0,0
1970.0,64.0,1948.0,64.0,5.00475,0,0
1953.0,29.0,2036.0,69.0,5.05841,1,0
1871.0,79.0,2033.0,73.0,4.86313,0,0
1877.0,169.0,1834.0,68.0,4.79687,0,0
1812.0,89.0,1849.0,70.0,4.72731,0,0
1794.0,89.0,1885.0,71.0,4.53431,0,0
1758.0,126.0,1750.0,69.0,4.47521,0,0
1671.0,82.0,1816.0,70.0,4.53982,0,0
1677.0,159.0,1712.0,64.0,5.15849,0,0
1612.0,135.0,1620.0,59.0,5.81786,0,0
1622.0,100.0,1567.0,57.0,6.01997,0,0
1575.0,31.0,1639.0,61.0,5.78878,0,0
1557.0,66.0,1695.0,63.0,6.00333,0,0
1516.0,144.0,1528.0,55.0,5.91164,0,0
1479.0,110.0,1472.0,55.0,5.73127,0,0
1487.0,75.0,1455.0,56.0,5.49432,0,0
1494.0,31.0,1555.0,59.0,5.58995,0,0
1469.0,65.0,1463.0,59.0,5.61605,1,0
1516.0,41.0,1438.0,61.0,5.66127,1,0
1493.0,0.0,1600.0,67.0,5.68683,1,0
1445.0,75.0,1506.0,66.0,5.55225,0,0
1497.0,97.0,1425.0,64.0,5.32541,1,0
1429.0,18.0,1586.0,70.0,5.28465,0,0
1519.0,124.0,1406.0,67.0,5.22398,0,0
1493.0,20.0,1483.0,69.0,5.48521,1,0
1480.0,15.0,1582.0,74.0,5.67803,0,0
1459.0,82.0,1506.0,72.0,5.62383,0,0
1437.0,90.0,1516.0,69.0,5.62383,0,0
1515.0,119.0,1334.0,64.0,5.70877,0,0
1448.0,0.0,1484.0,70.0,5.88111,0,0
1472.0,25.0,1516.0,74.0,5.96553,0,0
1479.0,54.0,1494.0,71.0,6.30298,1,0
1485.0,48.0,1504.0,75.0,6.31664,1,0
1520.0,47.0,1579.0,78.0,6.20161,0,0
1451.0,75.0,1574.0,79.0,5.64712,0,0
1469.0,139.0,1455.0,74.0,5.23713,0,0
1504.0,87.0,1367.0,74.0,5.15243,0,0
1510.0,0.0,1387.0,81.0,6.13514,1,1
1437.0,0.0,1359.0,90.0,8.30662,1,1
1466.0,0.0,1273.0,99.0,10.91742,1,1
1475.0,0.0,1235.0,9.0,0.5,0,0
1451.0,0.0,1379.0,10.0,0.8165,0,0
1436.0,0.0,1542.0,11.0,0.82916,0,0
1514.0,74.0,1590.0,11.0,0.8,0,0
1502.0,106.0,1574.0,11.0,0.76376,0,0
1514.0,124.0,1584.0,11.0,0.72843,0,0
1470.0,136.0,1555.0,10.0,0.69597,0,0
1455.0,154.0,1559.0,10.0,0.78567,0,0
1464.0,180.0,1504.0,9.0,0.83066,0,0
1470.0,156.0,1484.0,9.0,0.8528,0,0
1475.0,119.0,1472.0,9.0,0.86201,0,0
1526.0,81.0,1520.0,9.0,0.86346,0,0
1479.0,53.0,1546.0,9.0,0.86011,0,0
1444.0,85.0,1453.0,9.0,0.85375,0,0
1486.0,66.0,1528.0,9.0,0.84548,0,0
1469.0,77.0,1521.0,9.0,0.83604,0,0
1481.0,92.0,1473.0,9.0,0.8165,1,0
1487.0,60.0,1580.0,10.0,0.7982,1,0
1495.0,110.0,1541.0,10.0,0.78102,1,0
1470.0,109.0,1546.0,10.0,0.78102,0,0
1492.0,129.0,1489.0,9.0,0.78102,0,0
1473.0,88.0,1524.0,10.0,0.73485,0,0
1530.0,98.0,1478.0,9.0,0.66895,0,0
1472.0,32.0,1558.0,10.0,0.59161,1,0
1463.0,82.0,1601.0,10.0,0.49749,0,0
1498.0,155.0,1530.0,10.0,0.4899,0,0
1466.0,132.0,1505.0,9.0,0.47697,0,0
1432.0,121.0,1463.0,9.0,0.47697,0,0
1502.0,107.0,1441.0,9.0,0.47697,0,0
1484.0,33.0,1482.0,9.0,0.4899,1,0
1496.0,23.0,1466.0,10.0,0.59161,1,0
1504.0,0.0,1638.0,11.0,0.66332,1,0
1444.0,93.0,1555.0,11.0,0.65383,1,0
1484.0,143.0,1500.0,10.0,0.64031,0,0
1510.0,112.0,1484.0,10.0,0.62249,0,0
1468.0,61.0,1539.0,10.0,0.6,0,0
1499.0,93.0,1505.0,10.0,0.65383,0,0
1477.0,70.0,1541.0,11.0,0.65383,0,0
1518.0,93.0,1542.0,10.0,0.65383,0,0
1490.0,81.0,1562.0,10.0,0.6245,0,0
1518.0,108.0,1457.0,10.0,0.6245,0,0
1534.0,34.0,1551.0,10.0,0.63246,0,0
1531.0,37.0,1614.0,11.0,0.66895,0,0
1583.0,85.0,1612.0,11.0,0.7,0,0
1638.0,79.0,1650.0,11.0,0.72629,0,0
1679.0,65.0,1724.0,11.0,0.69821,0,0
1716.0,77.0,1724.0,11.0,0.65383,0,0
1699.0,60.0,1728.0,11.0,0.58949,0,0
1786.0,61.0,1746.0,11.0,0.5831,0,0
1801.0,15.0,1902.0,12.0,0.64031,0,0
1813.0,82.0,1897.0,12.0,0.69821,0,0
1859.0,116.0,1881.0,12.0,0.74833,0,0
1926.0,96.0,1892.0,12.0,0.76811,0,0
1976.0,43.0,1922.0,12.0,0.99499,1,0
1969.0,3.0,2094.0,14.0,1.04283,0,0
2029.0,91.0,1975.0,13.0,1.16082,1,0
2086.0,25.0,2083.0,14.0,1.38834,1,0
2027.0,17.0,2231.0,15.0,1.4239,0,0
2154.0,154.0,2096.0,14.0,1.51327,1,0
2152.0,67.0,2136.0,15.0,1.65529,1,0
2237.0,36.0,2236.0,16.0,1.84052,1,0
2338.0,25.0,2452.0,17.0,2.01184,1,0
2355.0,98.0,2436.0,17.0,2.05183,0,0
2407.0,126.0,2295.0,16.0,2.2198,1,0
2420.0,13.0,2435.0,18.0,2.41816,1,0
2448.0,20.0,2560.0,19.0,2.53919,1,0
2607.0,93.0,2608.0,19.0,2.68142,1,0
2617.0,65.0,2685.0,20.0,2.83549,1,0
2618.0,94.0,2734.0,21.0,2.89137,0,0
2688.0,148.0,2659.0,20.0,2.89137,0,0
2767.0,85.0,2731.0,20.0,2.98496,0,0
2783.0,34.0,2923.0,22.0,2.99333,0,0
2832.0,123.0,2907.0,22.0,2.85088,0,0
2906.0,139.0,2793.0,21.0,2.94788,1,0
2869.0,18.0,2981.0,23.0,2.81913,0,0
3069.0,90.0,2944.0,22.0,2.94788,1,0
2998.0,0.0,3260.0,25.0,2.97447,1,0
3109.0,184.0,3197.0,24.0,2.83681,0,0
3183.0,190.0,3172.0,24.0,2.65471,0,0
3222.0,125.0,3142.0,23.0,2.5549,0,0
3241.0,32.0,3357.0,24.0,2.54706,0,0
3182.0,103.0,3480.0,25.0,2.37645,0,0
3207.0,281.0,3248.0,23.0,2.00686,0,0
3134.0,227.0,3042.0,22.0,1.80208,0,0
3226.0,95.0,2921.0,22.0,1.70587,0,0
3164.0,0.0,3233.0,24.0,1.62481,0,0
3257.0,48.0,3348.0,25.0,1.67033,1,0
3177.0,98.0,3375.0,26.0,1.62711,0,0
3213.0,208.0,3253.0,24.0,1.51987,0,0
3186.0,173.0,3325.0,25.0,1.32288,0,0
3230.0,219.0,3298.0,24.0,1.28355,0,0
3180.0,203.0,3166.0,23.0,1.23592,0,0
3162.0,131.0,3241.0,24.0,1.07703,0,0
3240.0,148.0,3089.0,24.0,1.16082,0,0
3234.0,11.0,3355.0,26.0,1.249,1,0
3253.0,93.0,3271.0,27.0,1.49248,1,0
3188.0,78.0,3121.0,28.0,1.93067,1,0
3160.0,15.0,3110.0,30.0,2.79777,1,0
3186.0,0.0,3016.0,34.0,3.75866,1,1
3224.0,0.0,2847.0,37.0,4.82986,1,1
3224.0,0.0,2614.0,40.0,6.2472,1,1
3211.0,0.0,2354.0,45.0,7.68424,1,1
3231.0,0.0,2123.0,49.0,9.24378,1,1
3186.0,0.0,1913.0,54.0,10.90138,1,1
3186.0,0.0,1724.0,59.0,12.81591,1,1
3101.0,0.0,1556.0,65.0,14.992,1,1
3176.0,0.0,1556.0,72.0,17.34784,1,1
3013.0,0.0,1556.0,79.0,19.80253,1,1
2976.0,0.0,1556.0,87.0,22.50839,1,1
2889.0,0.0,1556.0,96.0,25.27568,1,1
2861.0,0.0,1556.0,105.0,28.22636,1,1
2753.0,0.0,1556.0,116.0,31.45866,1,1
2696.0,0.0,1556.0,128.0,34.79407,1,1
2655.0,0.0,1556.0,140.0,38.56177,1,1
2658.0,0.0,1556.0,155.0,42.55053,1,1
2613.0,0.0,1556.0,170.0,46.83311,1,1
2501.0,0.0,1556.0,187.0,51.52145,1,1
2433.0,0.0,1556.0,206.0,56.77436,1,1
2407.0,0.0,1556.0,227.0,62.43835,1,1
2298.0,0.0,1556.0,249.0,68.63328,1,1
2301.0,0.0,1556.0,274.0,75.5705,1,1
2265.0,0.0,1556.0,302.0,83.1356,1,1
2298.0,0.0,1556.0,332.0,91.43309,1,1
2206.0,0.0,1556.0,365.0,100.58344,1,1
2184.0,0.0,1556.0,402.0,110.61966,1,1
2130.0,0.0,1556.0,442.0,121.66117,1,1
2086.0,0.0,1556.0,486.0,133.83333,1,1
2055.0,0.0,1556.0,535.0,147.16517,1,1
2047.0,0.0,1556.0,588.0,161.87019,1,1
1960.0,0.0,1556.0,647.0,178.03603,1,1
1920.0,0.0,1556.0,712.0,195.81918,1,1
1916.0,0.0,1556.0,783.0,215.37021,1,1
1906.0,0.0,1556.0,861.0,236.81733,1,1
1855.0,0.0,1556.0,947.0,260.50725,1,1
1805.0,0.0,1556.0,1042.0,286.51218,1,1
1795.0,0.0,1556.0,1146.0,315.16175,1,1
1734.0,0.0,1556.0,1261.0,346.67902,1,1
1721.0,0.0,1556.0,1387.0,381.40284,1,1
1661.0,0.0,1556.0,1526.0,419.48368,1,0
1636.0,0.0,1556.0,1678.0,461.40312,1,0
1607.0,0.0,1556.0,1846.0,507.59465,1,0
1558.0,0.0,1556.0,2031.0,556.36598,1,0
1524.0,24.0,1542.0,2215.0,607.45622,1,0
1555.0,30.0,1520.0,2409.0,663.94994,1,0
1426.0,6.0,1521.0,2645.0,689.66024,1,0
1390.0,0.0,891.0,11.0,0.5,0,1
1363.0,0.0,995.0,12.0,0.8165,0,1
1362.0,0.0,1112.0,13.0,1.11803,0,1
1438.0,0.0,1238.0,14.0,1.72047,0,0
1404.0,0.0,1379.0,16.0,2.38048,1,0
1394.0,0.0,1534.0,18.0,2.44114,1,0
1375.0,97.0,1571.0,17.0,2.29129,0,0
1391.0,206.0,1514.0,15.0,2.21108,0,0
1406.0,230.0,1473.0,13.0,2.13542,0,0
1419.0,207.0,1520.0,13.0,2.13201,0,0
1395.0,217.0,1460.0,12.0,2.11476,0,0
1380.0,198.0,1412.0,12.0,2.0897,0,0
1423.0,162.0,1315.0,12.0,2.02157,0,0
1422.0,38.0,1420.0,13.0,1.95505,1,0
1397.0,26.0,1495.0,14.0,1.89984,0,0
1400.0,88.0,1371.0,13.0,1.84522,1,0
1387.0,42.0,1415.0,14.0,1.79505,0,0
1415.0,50.0,1374.0,14.0,1.77236,0,0
1413.0,6.0,1508.0,15.0,1.74929,1,0
1371.0,72.0,1402.0,15.0,1.64317,0,0
1395.0,71.0,1371.0,15.0,1.63095,1,0
1389.0,34.0,1408.0,16.0,1.65151,0,0
1404.0,36.0,1394.0,16.0,1.74642,1,0
1436.0,19.0,1473.0,17.0,1.80208,1,0
1382.0,39.0,1468.0,17.0,1.71756,0,0
1384.0,88.0,1300.0,17.0,1.80208,1,0
1384.0,3.0,1419.0,18.0,2.04634,1,0
1393.0,27.0,1440.0,19.0,2.2017,1,0
1445.0,51.0,1384.0,19.0,2.4995,1,0
1382.0,0.0,1538.0,21.0,2.5549,1,0
1369.0,111.0,1438.0,20.0,2.43465,0,0
1407.0,126.0,1311.0,18.0,2.37645,0,0
1424.0,22.0,1437.0,20.0,2.41816,0,0
1400.0,25.0,1488.0,21.0,2.40572,0,0
1401.0,80.0,1357.0,20.0,2.3297,1,0
1409.0,26.0,1391.0,21.0,2.44745,1,0
1440.0,6.0,1512.0,23.0,2.57682,1,0
1408.0,54.0,1540.0,24.0,2.53919,0,0
1384.0,130.0,1358.0,22.0,2.51545,0,0
1405.0,73.0,1380.0,23.0,2.502,0,0
1461.0,34.0,1382.0,24.0,2.68514,0,0
1443.0,0.0,1536.0,26.0,2.76767,1,0
1481.0,66.0,1550.0,26.0,2.84385,1,0
1510.0,95.0,1561.0,26.0,2.77984,0,0
1501.0,103.0,1433.0,25.0,2.89137,0,0
1589.0,24.0,1521.0,28.0,3.30568,1,0
1642.0,0.0,1690.0,31.0,3.73497,1,0
1617.0,34.0,1723.0,32.0,3.76829,1,0
1630.0,98.0,1654.0,29.0,3.85227,0,0
1765.0,86.0,1607.0,29.0,4.04969,0,0
1768.0,0.0,1784.0,32.0,4.26937,0,0
1804.0,12.0,1927.0,35.0,4.48776,1,0
1768.0,94.0,1851.0,35.0,4.57028,1,0
1872.0,125.0,1881.0,34.0,4.36205,0,0
1854.0,98.0,1863.0,32.0,4.26028,0,0
1877.0,75.0,1874.0,34.0,4.28836,0,0
1958.0,51.0,1899.0,35.0,4.62898,1,0
1935.0,0.0,2106.0,39.0,4.38748,0,0
2045.0,120.0,2016.0,35.0,4.13401,0,0
2027.0,64.0,2004.0,35.0,3.98591,0,0
2082.0,28.0,2030.0,37.0,4.14095,0,0
2123.0,8.0,2224.0,40.0,4.09756,1,0
2174.0,82.0,2208.0,39.0,4.01995,1,0
2207.0,81.0,2113.0,40.0,4.07278,1,0
2226.0,9.0,2317.0,44.0,4.23645,0,0
2276.0,70.0,2374.0,44.0,4.47884,1,0
2376.0,118.0,2324.0,44.0,4.75684,1,0
2362.0,46.0,2440.0,45.0,4.64112,0,0
2416.0,88.0,2416.0,44.0,4.46542,0,0
2534.0,62.0,2337.0,45.0,4.87955,1,0
2493.0,0.0,2587.0,50.0,5.49795,1,0
2587.0,67.0,2615.0,52.0,6.13107,1,0
2602.0,66.0,2629.0,54.0,6.51076,1,0
2775.0,65.0,2686.0,54.0,6.9455,1,0
2769.0,1.0,2864.0,58.0,7.4773,1,0
2810.0,67.0,2832.0,60.0,7.83246,1,0
2824.0,65.0,2861.0,60.0,8.4869,1,0
2868.0,72.0,2855.0,63.0,8.94483,1,0
3069.0,42.0,2861.0,66.0,9.82548,1,0
3036.0,0.0,3163.0,73.0,10.98306,1,0
2929.0,89.0,3228.0,78.0,11.13059,0,0
2924.0,272.0,2944.0,69.0,11.01544,0,0
2813.0,205.0,2905.0,69.0,10.66993,0,0
2751.0,208.0,2689.0,67.0,10.54324,0,0
2691.0,103.0,2594.0,69.0,10.48463,0,0
2658.0,14.0,2797.0,73.0,10.34698,0,0
2602.0,106.0,2804.0,75.0,9.71648,0,0
2568.0,216.0,2526.0,67.0,8.92342,0,0
2508.0,122.0,2541.0,71.0,8.15031,0,0
2467.0,109.0,2544.0,75.0,7.5306,0,0
2379.0,131.0,2428.0,73.0,6.7932,0,0
2332.0,127.0,2393.0,65.0,6.45968,0,0
2276.0,132.0,2242.0,58.0,5.90339,0,0
2258.0,68.0,2259.0,61.0,5.55518,0,0
2198.0,48.0,2351.0,64.0,5.38029,0,0
2073.0,141.0,2322.0,63.0,5.73476,0,0
2082.0,273.0,2077.0,56.0,6.30298,0,0
2003.0,187.0,2095.0,55.0,6.69253,0,0
1980.0,194.0,1997.0,57.0,7.18262,0,0
1951.0,149.0,1932.0,53.0,6.99196,0,0
1940.0,90.0,1900.0,55.0,7.02762,0,0
1884.0,35.0,1946.0,59.0,7.02762,0,0
1804.0,68.0,1872.0,59.0,7.09295,0,0
1803.0,96.0,1835.0,58.0,7.05603,0,0
1811.0,89.0,1791.0,58.0,6.67008,0,0
1785.0,48.0,1854.0,60.0,5.97829,0,0
1724.0,82.0,1837.0,61.0,6.04049,0,0
1683.0,136.0,1683.0,54.0,5.84466,0,0
1622.0,94.0,1676.0,52.0,5.004,0,0
1641.0,105.0,1577.0,51.0,3.77988,0,0
1579.0,29.0,1694.0,56.0,3.39522,0,0
1574.0,101.0,1611.0,57.0,3.51994,0,0
1554.0,97.0,1567.0,53.0,3.63868,0,0
1489.0,78.0,1558.0,51.0,3.25423,0,0
1445.0,104.0,1553.0,54.0,3.97366,0,0
1424.0,150.0,1360.0,43.0,4.4317,0,0
1403.0,60.0,1375.0,46.0,4.65698,0,0
1356.0,22.0,1419.0,48.0,4.94065,0,0
1341.0,60.0,1435.0,46.0,5.218,0,0
1291.0,107.0,1408.0,46.0,5.75413,0,0
1298.0,155.0,1393.0,42.0,6.49923,0,0
1291.0,174.0,1273.0,37.0,6.81469,0,0
1322.0,108.0,1273.0,39.0,6.89837,0,0
1336.0,41.0,1361.0,41.0,6.82257,0,0
1277.0,47.0,1329.0,42.0,6.40527,1,0
1336.0,70.0,1299.0,44.0,5.68771,1,0
1326.0,26.0,1386.0,48.0,5.50886,0,0
1300.0,61.0,1392.0,45.0,5.53624,0,0
1276.0,108.0,1278.0,41.0,5.6648,0,0
1306.0,79.0,1234.0,39.0,5.25619,0,0
1345.0,13.0,1332.0,41.0,4.50999,0,0
1335.0,0.0,1481.0,46.0,4.07768,0,0
1356.0,103.0,1394.0,44.0,3.76298,1,0
1332.0,99.0,1296.0,44.0,2.97111,0,0
1334.0,45.0,1313.0,45.0,3.21364,0,0
1332.0,19.0,1430.0,49.0,3.31474,0,0
1299.0,83.0,1414.0,48.0,3.17017,0,0
1324.0,139.0,1317.0,43.0,3.1209,0,0
1305.0,93.0,1290.0,44.0,3.06757,0,0
1310.0,56.0,1287.0,44.0,3.21559,0,0
1307.0,23.0,1316.0,48.0,3.1285,1,0
1284.0,23.0,1277.0,50.0,3.54965,1,0
1298.0,20.0,1230.0,54.0,4.55961,1,0
1297.0,0.0,1251.0,59.0,6.07845,1,0
1303.0,0.0,1202.0,65.0,8.10231,1,1
1443.0,0.0,1343.0,10.0,0.5,0,0
1444.0,25.0,1435.0,11.0,0.8165,0,0
1455.0,13.0,1588.0,12.0,0.70711,0,0
1408.0,103.0,1679.0,11.0,0.74833,0,0
1455.0,263.0,1598.0,10.0,0.95743,0,0
1433.0,283.0,1520.0,9.0,1.03016,0,0
1454.0,260.0,1480.0,9.0,1.05327,0,0
1440.0,202.0,1425.0,9.0,1.05409,0,0
1451.0,134.0,1417.0,9.0,1.0,1,0
1434.0,68.0,1509.0,10.0,0.99586,0,0
1438.0,101.0,1497.0,9.0,0.98601,0,0
1457.0,113.0,1466.0,9.0,0.94837,1,0
1419.0,84.0,1479.0,10.0,0.91473,0,0
1447.0,103.0,1463.0,10.0,0.88443,1,0
1446.0,83.0,1445.0,10.0,0.85696,1,0
1422.0,57.0,1529.0,10.0,0.83189,0,0
1464.0,116.0,1427.0,10.0,0.84802,0,0
1437.0,56.0,1488.0,11.0,0.8584,0,0
1425.0,75.0,1539.0,11.0,0.83666,0,0
1456.0,134.0,1435.0,10.0,0.83666,0,0
1456.0,80.0,1452.0,10.0,0.83666,0,0
1450.0,53.0,1547.0,11.0,0.7,0,0
1471.0,106.0,1503.0,10.0,0.65383,0,0
1472.0,97.0,1484.0,10.0,0.65383,0,0
1415.0,76.0,1529.0,10.0,0.6245,0,0
1421.0,133.0,1443.0,10.0,0.6245,0,0
1443.0,108.0,1417.0,9.0,0.58949,0,0
1450.0,60.0,1467.0,10.0,0.54772,0,0
1451.0,55.0,1462.0,10.0,0.54772,0,0
1455.0,46.0,1513.0,10.0,0.49749,1,0
1458.0,72.0,1558.0,10.0,0.43589,0,0
1438.0,121.0,1513.0,10.0,0.49749,0,0
1467.0,138.0,1381.0,9.0,0.49749,0,0
1468.0,37.0,1442.0,10.0,0.53852,0,0
1458.0,13.0,1582.0,11.0,0.57228,0,0
1470.0,98.0,1511.0,11.0,0.6,1,0
1478.0,97.0,1534.0,11.0,0.57228,0,0
1447.0,106.0,1522.0,10.0,0.53852,0,0
1432.0,127.0,1472.0,10.0,0.53852,0,0
1443.0,117.0,1445.0,10.0,0.53852,0,0
1484.0,84.0,1442.0,10.0,0.49749,0,0
1536.0,31.0,1495.0,10.0,0.53852,0,0
1517.0,0.0,1672.0,11.0,0.57228,0,0
1624.0,109.0,1606.0,11.0,0.6,0,0
1629.0,63.0,1695.0,11.0,0.62249,0,0
1633.0,89.0,1698.0,11.0,0.57228,0,0
1690.0,108.0,1738.0,11.0,0.57228,0,0
1717.0,110.0,1697.0,10.0,0.5831,0,0
1769.0,62.0,1758.0,11.0,0.67082,0,0
1771.0,37.0,1867.0,12.0,0.73485,0,0
1843.0,94.0,1806.0,12.0,0.78102,1,0
1881.0,40.0,1898.0,12.0,0.83066,1,0
1898.0,42.0,2010.0,13.0,0.9206,0,0
1928.0,108.0,2016.0,13.0,0.9434,0,0
2000.0,137.0,1961.0,12.0,0.96307,0,0
2041.0,69.0,1982.0,12.0,1.04283,0,0
2085.0,7.0,2138.0,13.0,1.16082,0,0
2103.0,41.0,2239.0,14.0,1.23592,1,0
2130.0,125.0,2129.0,14.0,1.27574,1,0
2221.0,87.0,2191.0,14.0,1.37477,1,0
2258.0,40.0,2291.0,15.0,1.4239,0,0
2231.0,51.0,2346.0,15.0,1.49917,0,0
2272.0,115.0,2281.0,15.0,1.54515,0,0
2361.0,88.0,2260.0,15.0,1.64317,0,0
2417.0,0.0,2512.0,16.0,1.79165,1,0
2434.0,67.0,2558.0,17.0,1.80208,0,0
2532.0,134.0,2464.0,16.0,1.85674,1,0
2522.0,47.0,2660.0,18.0,1.92614,1,0
2632.0,130.0,2619.0,18.0,2.00998,0,0
2612.0,82.0,2678.0,18.0,2.04695,1,0
2777.0,104.0,2651.0,18.0,2.21585,1,0
2803.0,0.0,2941.0,20.0,2.37224,1,0
2856.0,96.0,2775.0,20.0,2.66271,1,0
2941.0,11.0,3058.0,22.0,2.88574,1,0
2977.0,89.0,3103.0,23.0,2.90302,0,0
3053.0,151.0,3010.0,22.0,3.1,1,0
3129.0,75.0,3222.0,24.0,3.18237,0,0
3119.0,118.0,3176.0,23.0,3.27529,0,0
3239.0,124.0,3185.0,24.0,3.37046,1,0
3250.0,51.0,3431.0,25.0,3.38046,0,0
3247.0,160.0,3226.0,24.0,3.39522,0,0
3260.0,97.0,3326.0,25.0,3.40735,0,0
3284.0,115.0,3297.0,26.0,3.40735,0,0
3275.0,91.0,3248.0,27.0,3.57036,1,0
3237.0,44.0,3465.0,29.0,3.54225,0,0
3284.0,191.0,3288.0,27.0,3.41284,0,0
3316.0,136.0,3332.0,28.0,3.44093,0,0
3266.0,107.0,3283.0,29.0,3.45832,0,0
3281.0,87.0,3283.0,30.0,3.54824,1,0
3195.0,63.0,3533.0,32.0,3.2311,0,0
3207.0,282.0,3307.0,28.0,2.99792,0,0
3237.0,269.0,3141.0,27.0,2.7,0,0
3234.0,121.0,3143.0,27.0,2.5976,0,0
3322.0,27.0,3391.0,29.0,2.52735,0,0
3261.0,67.0,3524.0,29.0,2.29074,0,0
3241.0,231.0,3330.0,28.0,2.18804,0,0
3274.0,225.0,3214.0,28.0,1.98683,0,0
3304.0,116.0,3152.0,29.0,2.03654,1,0
3265.0,1.0,3177.0,32.0,2.43875,1,0
3291.0,0.0,3121.0,35.0,3.15595,1,1
3255.0,0.0,2894.0,39.0,4.21782,1,1
3205.0,0.0,2659.0,43.0,5.48885,1,1
3261.0,0.0,2415.0,47.0,7.03136,1,1
3290.0,0.0,2194.0,52.0,8.78408,1,1
3262.0,0.0,1979.0,57.0,10.68831,1,1
3190.0,0.0,1787.0,63.0,12.76431,1,1
3178.0,0.0,1787.0,69.0,15.07315,1,1
3030.0,0.0,1787.0,76.0,17.65531,1,1
3018.0,0.0,1787.0,84.0,20.57152,1,1
2967.0,0.0,1787.0,93.0,23.49356,1,1
2904.0,0.0,1787.0,102.0,26.53884,1,1
2810.0,0.0,1787.0,112.0,29.76155,1,1
2759.0,0.0,1787.0,123.0,33.37555,1,1
2712.0,0.0,1787.0,136.0,37.14468,1,1
2653.0,0.0,1787.0,149.0,41.099,1,1
2599.0,0.0,1787.0,164.0,45.35096,1,1
2575.0,0.0,1787.0,181.0,49.89349,1,1
2446.0,0.0,1787.0,199.0,54.89469,1,1
2453.0,0.0,1787.0,219.0,60.2747,1,1
2398.0,0.0,1787.0,240.0,66.2286,1,1
2358.0,0.0,1787.0,264.0,72.85292,1,1
2254.0,0.0,1787.0,291.0,80.10375,1,1
2272.0,0.0,1787.0,320.0,88.09432,1,1
2220.0,0.0,1787.0,352.0,96.84658,1,1
2139.0,0.0,1787.0,387.0,106.52524,1,1
2066.0,0.0,1787.0,426.0,117.19056,1,1
2049.0,0.0,1787.0,469.0,128.92722,1,1
2020.0,0.0,1787.0,516.0,141.78664,1,1
1899.0,0.0,1787.0,567.0,156.00272,1,0
1886.0,0.0,1787.0,624.0,171.57531,1,0
1895.0,0.0,1787.0,686.0,188.52589,1,0
1876.0,5.0,1773.0,753.0,206.94648,1,0
1844.0,6.0,1751.0,826.0,227.36554,1,0
1744.0,0.0,1772.0,909.0,248.59354,1,0
1725.0,36.0,1736.0,988.0,271.29041,1,0
1692.0,44.0,1705.0,1078.0,295.55955,1,0
1676.0,62.0,1677.0,1175.0,320.16406,1,0
1663.0,55.0,1640.0,1267.0,344.72538,1,0
1622.0,42.0,1623.0,1360.0,371.6084,1,0
1613.0,36.0,1616.0,1482.0,401.81736,1,0
1572.0,28.0,1622.0,1622.0,427.90485,1,0
1474.0,56.0,1539.0,1697.0,443.78369,1,0
1507.0,85.0,1470.0,1700.0,460.92616,1,0
1445.0,34.0,1481.0,1821.0,472.81031,1,0
1409.0,49.0,1464.0,1872.0,472.25718,0,0
1534.0,0.0,929.0,11.0,0.5,0,1
1526.0,0.0,1038.0,12.0,0.8165,0,1
1527.0,0.0,1161.0,13.0,1.47902,0,1
1522.0,0.0,1296.0,15.0,1.85472,0,0
1536.0,0.0,1445.0,16.0,2.40947,1,0
1519.0,0.0,1607.0,18.0,2.60298,1,0
1520.0,70.0,1647.0,18.0,2.54951,1,0
1539.0,139.0,1557.0,17.0,2.42416,0,0
1543.0,111.0,1575.0,16.0,2.31517,0,0
1529.0,101.0,1534.0,16.0,2.20817,0,0
1550.0,74.0,1497.0,15.0,2.12623,0,0
1529.0,15.0,1555.0,16.0,2.09536,0,0
1577.0,29.0,1653.0,17.0,2.06155,0,0
1560.0,73.0,1598.0,17.0,1.99555,0,0
1480.0,79.0,1535.0,16.0,1.93548,0,0
1510.0,93.0,1530.0,16.0,1.88051,0,0
1541.0,80.0,1487.0,16.0,1.85592,0,0
1554.0,18.0,1555.0,17.0,1.88006,1,0
1559.0,22.0,1671.0,18.0,1.89473,1,0
1521.0,95.0,1540.0,18.0,1.57718,1,0
1540.0,79.0,1580.0,18.0,1.24499,0,0
1544.0,85.0,1558.0,17.0,0.95394,0,0
1554.0,70.0,1571.0,17.0,0.87178,0,0
1574.0,61.0,1559.0,17.0,0.88882,0,0
1552.0,32.0,1636.0,18.0,0.88882,0,0
1548.0,80.0,1644.0,18.0,0.87178,0,0
1548.0,123.0,1517.0,16.0,0.88741,0,0
1524.0,64.0,1612.0,16.0,1.06184,0,0
1555.0,106.0,1462.0,14.0,1.06184,0,0
1547.0,9.0,1593.0,16.0,1.00499,0,0
1550.0,39.0,1708.0,16.0,1.15758,0,0
1552.0,138.0,1540.0,14.0,1.28355,0,0
1541.0,89.0,1531.0,14.0,1.38203,0,0
1545.0,55.0,1580.0,14.0,1.46969,0,0
1551.0,63.0,1571.0,14.0,1.54596,0,0
1551.0,58.0,1571.0,14.0,1.56445,0,0
1527.0,54.0,1564.0,15.0,1.56445,0,0
